1	100	28.6876	13.7336
1	200	28.6876	13.5987
1	400	28.6873	13.6307
1	800	28.6869	13.5751
1	1600	28.6963	13.6092
1	3200	28.8015	13.6012
1	6400	29.9863	13.6244
2	100	28.6876	26.2139
2	200	28.6875	26.2629
2	400	28.6876	26.2504
2	800	28.6873	26.2333
2	1600	28.6848	26.1812
2	3200	28.5239	26.7958
2	6400	29.4244	26.4514
4	100	28.6876	52.0834
4	200	28.6875	52.4885
4	400	28.6875	52.2013
4	800	28.6874	52.1037
4	1600	28.6867	52.2353
4	3200	28.7323	52.2816
4	6400	28.6606	52.2763
6	100	28.6876	77.3199
6	200	28.6875	78.537
6	400	28.6875	78.4357
6	800	28.6875	78.2584
6	1600	28.6875	78.3585
6	3200	28.6836	78.4106
6	6400	28.6984	78.5448
8	100	28.6876	102.322
8	200	28.6875	104.503
8	400	28.6875	71.5567
8	800	28.6875	104.799
8	1600	28.6875	104.8
8	3200	28.6826	104.704
8	6400	28.6433	104.571
